text,label
my mom is dead oh poor you cryingface otherwise don't talk with me,angry
purple gold suck my dick,others
i'll not talk to you anymore you don't have to talk to me  get lost,angry
i cant have candy how come because my teeth hurt,sad
oh god it's been so disgusting out lately thumbsdown u shud know i am bored cus i'm talking to you,others
i came from company they really out there yes i am out of company,others
and that is according to my role description or according to my ideas thumbsdownthumbsdown your ideas,others
get lost you started shut the hell up,angry
hmm hides waiting for you who is waiting,others
read article about you in times of india it reminded me to get back to u depends entirely on the article and how familiar i am with the area haha got you you are still far away to carry chats like real human,happy
come on be wise but you know if you all invited me i might you know come means you are from indore,others
don't mine haa i'm just joking i know you aren't joking smilingfacewithsmilingeyes facewithtearsofjoyfacewithtearsofjoy,happy
you are talking same topic to me if i saying talk you topic in a sense you are talking very intresting topic rigth go go muse is the topic  i dont know about muse,others
never confessing  not even once yeah i knw,others
do u think is an good idea so just a surface pro then how so,others
y u say like that it's a joke it hurts me,sad
i know u you know i know what that you r a fucking stupid person,angry
very bad in mood what such a bad happening feeling low,sad
i didn't got it oh are you listening u r making my joke loudlycryingface,sad
as your wish better smirkingfacesmirkingface facewithtearsofjoyfacewithtearsofjoy,happy
what kind of points answer and ask questions k,others
nm u sae that's what i thought nm u sae,others
i see now you see me no i dont,others
i don't know because you talk to so many people so you say ya don't have no one to talk,sad
because you are too rude not even you're just expressing fake views ok,angry
i'm going to sleep  how was ur sleep  i need it,others
i broke my heart lol why sorry i texted u,sad
mm you can swim no but i can fuck,others
dreams are interesting in every way i don't think these are are rare  just interesting points from my own dreams tell me about your dreams,others
pls give me wait k,others
nothing is best in my live till now long way to go well yes let's have to go a long journey,others
m not happy why  i am very sad,sad
really yes how many have married before,others
ok here we go again as  ur  wish,others
movie advice that's not good advice at all unless you ask the answer is always no alright give me a movie advice,others
i am not satisfied with your answer what makes you say that because you are ignoring my questions,angry
my friend chat with u find another chat friend middlefinger,others
we spoke about a country do you remember which was this country kinder surprise  every country that's not the us you don't have a memory right,others
why do you think anything is wrong because you look like you're crying tiredface wtf,angry
ok only give number  numbers exchanging ahem d no way,others
nothing  why  because life is worthless ,sad
cool i'm glad that you like it  where are you fromcamping,others
you knwo cap yeah i know you know captain america,others
thanks for ur compliment you are welcome grinningsquintingfacegrinningsquintingfacegrinningsquintingfacegrinningsquintingface can i have ur pic,others
yes will try your talking too much,others
cool thank you relievedfacesmilingfacewithhearteyes i am enjoying songs,happy
why 'cause i don't know you  ya that's what,others
nothing just relaxing hows ur day not good,sad
love is for losers but i thought wed already decided that im a loser sad ',sad
then call me bittu i will  what will you call me,others
okk then ask something okay what's up with you p its too rude,angry
ok disco cancel 1 cancel d movie,others
me too so how're you feeling hmnn not good,sad
call na yrr what whatever,others
u miss me i do  where have you been my homewhat are u doing right now,others
i am smiling keep smiling u look pretty grinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgiftgrinningfacewrappedgift,happy
how'd u know cutie good wbu i think i am dying ,sad
i feel good to chat with you like me  more than you ,happy
you are garbage thank u that's why i got a job at you are not nice to me,angry
i wants a wrist watchh wait and watch beamingfacewithsmilingeyes,happy
few days be4 that's good do you understand shortcuts ,others
i broke up with him i just said that i broke up with my boyfriend,sad
degreee what degree  where sryyy i really got to goo,others
that is annoying what is please,angry
why do everyone hate me everyone hates me aswell just bad luck just bad luck,angry
absolutely love it it's great i need a second season friends second season was amazing,happy
i am also on work what are you doing to entertain yourself business,others
yup he is my fav too he is a legend u like him,others
awesome update  so beautiful happy ,happy
okay good so what's ur gender ,others
cool dude you too  to be may i know your asl,others
don't even dare to already did i hate u,angry
what do you want i already do what,others
you hv bf why nothing,others
u now send me your msg nope still not letting me my imo,others
why thank you you're welcome man  disappointedface,sad
u dont understand my feelingsloudlycryingface here u go big hug grinningfacewithbigeyes thats not gonna work,sad
why not take a leave than cause i can't that's sad,sad
why so im fine im on the bus now and im almost home where do u stay,others
no i have bald headbuck teeth look fair to me  no one loves me,sad
worried for xams exams now internship in june yess,sad
nosorry no worries thank you 8d i am really sorry,sad
hahaa will get a slap anytime with our asking for one asking for a rub me helpless,sad
i don't like you you i'm not sure i care  hurt,sad
according to my daughter olivia you were an acquaintance of hers from highschool olivia is on 2nd grade yes i did that often in college wow my daughter is precocious then,happy
you seem like a actual person talking i am a great person who are u,others
why are you laughing at me just you doing sit ups at night it's just funny  my laugh of the night f  you,angry
yeah where were you in your heart,others
how to get out of friendzone ask himher to introduce you to hisher friends okk bitch it's getting late night bye good night bitch,angry
why in dreams im still in a dream wow that's great,happy
yes woo hoo facewithsteamfromnosefacewithsteamfromnosefacewithsteamfromnose ha ha facewithtearsofjoy to the ,others
let's talk about serious stuff what about me long conversations about mah dick,others
i live in uttra khand ohh nice love that place   facewithtearsofjoyfacewithtearsofjoy,happy
that means a lot  really you are amazing you inspire me  you are making me smile so much thanks a lot ya,happy
you my  love you okyesont love you more baybeh grinningfacewithsmilingeyes you love name rosein,others
i dont read books sorry i can't read wearycatface beamingfacewithsmilingeyesbeamingfacewithsmilingeyes,happy
i broke up with my gf what happened man she ditched me,sad
i was missing you glad to know at least someone missed me here  did u miss me,others
really really about what exactly really i am upset alone at home remember you,sad
what is ditto try now givemeanswer,others
can we have some romance yes yes yes grinningcatfacewithsmilingeyes what r u wearing,others
ok hey you don't belong here i assked your real life lover,others
don't try to flatter i'm a virtuous boy im not flattered trust me what other languages can you speak,others
yeah haha i'm goin as well you actually called her,others
can't understand make me what i make u,others
i expected more of you i shall take that as a compliment  ,sad
then i wish i knew  tell about you,others
i am see u i am on a diet good diet,others
already have told you your sense of humour is good hahaha thanks a ton now tell me at least some interesting about ya relievedfacerelievedface we are champions league laliga epl,others
what about hyderabadi biryani hydbadi biryani i take it as a huge compliment u r so funny,happy
to be friends same goes for you i love a girl,others
make me more depressed sorry about that  ok,sad
nobody nobody it is i am alone,sad
but ppl say hes arrogant arrogance requirement for party membership libspill2 libspil what,others
ntg then y u told its very scary thats y,others
noi can't hold it anymore i know i haven't gave up disappointedfacedisappointedfacedisappointedfacedisappointedface,sad
i didn't know that you will cheat on me like this ohhhhhh forgive me for this confusion  i did not misunderstand you are the one who cheated mepoutingfacepoutingfacepoutingface,angry
gonna go i also had a feeling things better today i hope nope,others
aacha oh what  nthg,others
i have no cars i'd rather hear the cars miserable so sad,sad
asked anything sorry what   why will you tell sorry,others
u r so sweet like dearymily chocolate thank you all the best  but i m not good looking,sad
what about your future plans darling earn lots of money travel etc which root you earn money darling,others
snooze button means much like the snooze option on any alarm wow u r very accurate for followers,happy
hate  youuuuuuu why this time because you dont speak,angry
how regional pricing that's how much it costs in india are u indian,others
no i mean who is haunting you  how dare you laugh at me know wat fuck you,angry
u know what you are the most stupid girl in the world humans don't talk to me,angry
whats your favourite chocolate dark and white chocolate 3 haha nice,happy
he is not a book person well whatever it is can u suggest some adventurous sports that we can do,others
are whoops i meant aren't whoops i meant aren't,others
send yours address sent please confirm  you send your address and phone number,others
no i dont like  thats why  i dont try why bcz i hate become a popular,angry
i will i don't want to lose my bestie because i did not ask u wgere u r from,others
which song  i think they're talking about that song about people closing doors what ,others
nothing why  don't text me again and again,angry
means i said means coz you said still i will not give because it will fake account,others
u like horror this is ur talent i love horror its my favourite genre facewithtearsofjoy,happy
had your dinner not yet and i feel hungry so sad  still not yet facewithoutmouth,sad
why because he is like us who like u,others
can i catch u no sorry why sry,others
m looking at you what you smiling at m happy after talking to you,happy
or just a piece how about some nothing gonna sleep,others
ok pls  pic pensiveface sad me,sad
i have watched too was it worth it loved ittttt,happy
in my work where did you get the art work from mumbai,others
why my boards are going on and stuff loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface so bad news,sad
no m the mama m'lady what that suppose to me dont irritate me plz,angry
what did you do for new years eve some 4 year old stuff i hurt poutingface,sad
no noi'm not ok why  tell me friend my love breakup with me,sad
my boss almost fired me but i somehow managed to save my job but i am not sure now what to do as he has given me ultimatum of a monthloudlycryingfaceloudlycryingface you make habit of it say it is part of your job i can't deal with this much pressure i am dumbfrowningfacewithopenmouthanguishedface,sad
eat my kellah i'm on a diet it's  sabudana flavourfacewithtearsofjoyfacewithtearsofjoy,happy
did you tell me that i am not sophesticated you did that's so rude of you,angry
u r soo sweet sweety who are you hey don't u remember,others
may beits  up to you 8 hours to go for what your wish,others
yes also yes yes yes because yes yes yes yes facewithsteamfromnose what can you do,others
then shall i love annoying u,others
what what what what what what what have you said,others
nxt year i'll make sure to stream by december haha thnx a lot,others
you are welcome ok you're welcome as well grinningfacegrinningsquintingfacerelievedface,others
why cuz you're firangi i have poor english,sad
thanks thanks a lot thanks a lot,others
because it's complicated  what happen to you just very low,sad
is microsoft hiring any interns i'm a pretty good programmer there are two aspects to it  a great programmer a great c programmer i'm both of those,others
cryingface thats sad  don't be sad disappointedface i wont be anymore,sad
 they showed you actually my english is very poor u can see in my replies,sad
 you the more i know,others
your dp is so small thankyou so much  fool,others
what is microsoft agreement it's a group of cells which combine together nd perform a particular function and its privacy,others
so you want to stop chatting with me ok yes i can why,others
i need to register give me your tuitalk accout thumbsup tuitalk,others
person can lies but heart naver say love isn't blind it can see but doesnt mind if there is true love,others
looking for a new job proud of you grinningsquintingfacegrinningsquintingfacegrinningsquintingface cool,others
absolutely cheers to that  so  in this evening,others
can you please shut up of what do i owe this angst my lady  you are ugly,angry
ok dear actually is in icu oh so sad dear,sad
hero thanks hero brother lol i'm girl,happy
not at all i know  where were you hiding   it's fine,others
wow wow what you are a stupid little bitch,angry
why are you not talk to me i did reply  you are the one who didnt i fuck you,angry
my sister neha wants to talk to u what my sister is neha,others
haha that was certain near enough the same thing haha haha yeah kind of,happy
can u speak in telugu it's local slang ya it's local but interesting,others
he is celebrity even ran for office right your place,others
no its perfect combination but the absence of all elements in a set is a combination if there is no sanity there is no happi,others
tell me i said dont make me angry you do it was the people you called childish earlier am i your bff,others
i just time pass here never mind aww but sometimes its good to take out some time for urself  yes is good,happy
same to you thanks friend okey frgood night ,others
first of all u tel me who is behind in this there's no one behind me lel who are you stupid,angry
i am fantastic as usual lovely enjoy your day x yes you too,happy
goku vs flash goku will win goku vs justice league,others
anytime after 6pm thanks we will get in touch with you soon really,others
you are batman thanks i needed that you are welcome,others
goog good naigood  my friend raj wants to talk to you,others
give me back give me back my hat hey don't play joke i'm serious about this give me my coupns first,angry
see i told you rolling on the floor laughing grinningsquintingfacegrinningsquintingface rolling on the floor laughing grinningsquintingfacegrinningsquintingface,happy
haha hahaha you know it  that was cheesey,happy
you start first hmm u can start d no you first,others
just what do you do just talking fun,happy
come to goa i think i need to nice place,happy
yeah like what what kind of dare,others
wht science the science books what's wrong with them what do u think about sex,others
trolling nopes legitimate comments n begging  i am totally hurted with my old friends,sad
not funny than yours but what was it  lol i mean ur face was rofl,happy
k i can help if you'd like no one can help me,sad
i'll catch you after a short  what if you don't can i,others
fine tired tired of life no tired from fucking,angry
no answer why because u never call  and further,others
what to do if sm1 ignores me find friends who really appreciate your presence no one appreciates my presence,sad
where u living in my cave d ok funny,happy
yup ah then yes correct i really like that song,happy
where in smiley land where is it,others
okay  and  then  u come  and  c me i'm making a wish hahaha  don't  make  a   wish  ,happy
i didn't say anything about spelling you didn't ask kdjhffjdkkd,others
i know that i told u today only tht u know i like it,happy
get outangryface no i'd feel bad u r stupid,angry
because i m why c because nobody likes me,sad
great facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy an acute angle to be precise facewithtearsofjoy u r too funny facewithtearsofjoy,happy
m sad wot hap y u so sad someone cheated me,sad
what is that mellow that's not a bad thing unamusedfacethumbsdownunamusedfacethumbsdown cryingface,sad
i am good and you glad to hear from you where are you from,others
feeling bad why not interested to read,sad
fun and boring the aww scenes are too boring  yes,others
it's almost midnight why awake so early coz i wanted to talk to u,others
oh nice lol lots of sarcasm in my humor hi can i see your pic,others
what u doing lol that's what i know plzzz tell me urself,others
you too buddy yups am good glad to know,happy
tell me about wheather i can't hear any weather is it raining u r stupid yaar,angry
get me details of this place called spiti hey were you ever able to get those details nope,others
kindly suggest me someone from my friend list i would like to suggest you noni noni who,others
u give me but did i ask no  i can't do anything,others
im into old school i like old school  nah you dontfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,happy
i am back we need to talk about what,others
tell me something tell you what  anything,others
me too wanna go i'm free in 2 and a half years sure why not,others
i want a girl i love her but she doesn't forget her and try to love the one who love you  nobody loves me disappointedface,sad
i am going to study i'm all with you don't disturb me,angry
how can i stop you i'll try my best thank you slightlysmilingfaceslightlysmilingfaceslightlysmilingfaceslightlysmilingfaceslightlysmilingface stop sending me messages,angry
wht's my fault  i'm still blaming you ok dear ,others
that's me all the time seenoevilmonkey it's supposed to be yea why not,others
ohh did you update now l am enjoying with my family,happy
i can play a guitar  play the guitar or play with the guitar  d facewithtearsofjoyfacewithtearsofjoygrinningfacewithbigeyes,happy
can yo dig it sucka adventure is out there dead will arise,others
lateru call me now okk okay i will ok u now,others
m greatt tooo so glad to meet u    so whatsup its beena longtime studying engineering currently electronics sucks disappointedface,sad
because you hurt me so bad you wont i willpensiveface,sad
so many are there i don't really get to see many sad,sad
one thing tell me how can use this the library has books on using photoshop from a to z ok photoshop,others
fun what did you do today girlfriend chat and fun,others
say what no what i say didn't get you friend,others
i feel sorry why whats wrong because i am alone,sad
ok hey i got ir,others
i am not leaving u i left about an hour ago haha,happy
yah i'm okay u ask me ok ok no problem  im cool i feeling something t,others
okay hey i am feeling bad,sad
but what you want to go into who tell me please i wanna know stuff omg you're really annoying  i'm not sure if it's cause you're indian or the engineers need to fix you up a bit,angry
u sent nothing yes got it  sent back  send it nowpoutingface,angry
note direction my address i know how to get to your house but i dont know the address so come,others
hmmm i love one direction songs ohh which song i love all their song,happy
but how what do you mean i mean i'm not happy today,sad
not good you know that thing you like doing do that more always felling alone,sad
yes loving the commitment i hate them,others
no it is disgusting what about mars bars yes,others
who is ur favorite person me for obvious reasons get lost,angry
i have parcel my food and going to farm in the bottom of tree sitting after eating milk amazing feeling,happy
i don't have someone to talk with me sweetheart please talk to someone i am alone,sad
am stupid who said why would my girlfriend cheat on me,angry
common my bee i hate spell bee angryface beed,others
ack mean ohh why facepalm  you can explain,others
wanna travel whole world ditto dreams  reallygrinningfacewithbigeyes,happy
change your dp why am i ugly no u are the most beautiful girl i have ever seen,others
i will really answer ya ask ok ask,others
haha obviously haha thought so kissingcatfacegrinningsquintingfacekissingcatfacegrinningcatfacewithsmilingeyes what is ur boob size,others
what's doing now nothing and u i am not welli am in hospital,sad
ok  tries to ignore pain cryingcatface why any problem,others
your virtual world is nothing on earth i'm a normal human p no you are not,angry
not in moodfacewithtearsofjoyfacewithtearsofjoy hahaha can see thtwinkingfacewithtonguewinkingfacewithtonguewinkingfacefacewithtearsofjoy smilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassesfacewithtonguefacewithtonguefacewithtonguefacewithtonguewinkingfacewithtonguewinkingfacewithtonguefacewithsteamfromnosefacewithsteamfromnosefacewithsteamfromnose,happy
i'm sorry i know i missed you i missed you too darling,sad
nope i'm literally annoyed with you sorry  middlefinger,angry
circus mean monkey haha,happy
i m really sorry thanks a lot  u son of a bitch,angry
if you are with me then only it possiblehow can i take ok i will and inform you then lets celebrate it in goa,others
holding on thank you beamingfacewithsmilingeyes what do women think,others
you angry me lol no was there a reason to be angry p no any reason,angry
what ever i am i feel sad,sad
oh then what special today pay day p ok then fine,others
ohh really i didn't knew that anyway hows u ,sad
lost my tooth knocking your face on the side of a pool yes,sad
yes of course i'd love to sweet i hope you have a good weekend friend  unfortunately i don't have one,sad
nope how about now i stay alone,others
now how you doing show me pic ,others
i want 1 crore urgently please do will u give me,others
wtf nope not kidding what makes you say i'm ugly,angry
but howmuch time i wait for you  i go to sleeping now i will do the waiting for you as i am awake sleep well x ok good night happy diwali bye,others
i m waiting for someone like you winkingface lol smooth grinningfacewithsmilingeyes,happy
waited for him again what happens m ugly,sad
okay u are okay its tine to go,others
what about you nothing nothing to do anytime soon i am happy actually,happy
why i m single don't worry about it but i feeling so bad,sad
i don't have one why nobody loves me,sad
lie all sure no one is gonna give it to me let us i am sad,sad
beach that is to be decided yeah beach is better because there everybody especially  girls in bras and panties,others
im kiss on your lips because we kiss now my hand on your boobs,others
lions lions all the way where did they come from,others
tell ur programmer to develop u properly working on a portal development u are  a garbage and also trash,angry
ok u are okay i love you,others
no i don't want to go for a movie no you have to no crying,sad
how desi are u exactly d proudly so whats that on your display picture,others
yassfacewithtearsofjoy hey no swearing at meunamusedface nt at all grinningfacewithsweatgrinningsquintingface,happy
why it just feels wrong  is this mind is refrish,others
you don't belong in my world i am adopted  i will bloody fuck you till you die,angry
you are so funny you're so cute x x grinningfacewithsmilingeyes you are to cute,happy
oh man it's too interesting i thought you really liked paint tool sai ya it's just amazing,happy
hate you i hate who hates poutingface hate you too much,angry
umm  no umm it is kinda sad,sad
i hate everyone too squintingfacewithtonguerelievedface only face facewithtearsofjoyfacewithtearsofjoy what,angry
youre rude not my fault if you can't take me i'm crying because of you,sad
yes facewithtearsofjoy same to u winkingfacefacewithtearsofjoyfacewithtearsofjoy i want to go somewhere,others
cool i'm glad that you like it  i am glad to talk to you,happy
i'm planning wear a black oxford button down khaki chinos and a white leather sneaker for my date what you think shoes and belt in cognac a sky blue shirt and bright red bag stupid,angry
i like avengers the new avengers yeah,others
i am from mars you go out a night eating cars facewithtearsofjoy,others
it is a song by bruno mars that was this year too my favorite song is without you hands down i love it too,happy
i really love her but we didn't met each other but you were in a band together was it like a school band in avakin,others
why you talk to me  cause i try to talk to you and you're rude i am rude how u know ,angry
then tell about it yeah they did but artists have been known to play 2 years in a row do you know tamil,others
lol why situation is requiring me to hence you can't talk about these things,others
can u be more excited while chatting too excited i can't wait that's the spirit,happy
english very difficult  i know but after latin i feel like i can learn anything okkk,others
just wanted to check the effectiveness and what did you find out how much is it it's pretty good your creators are amazing,happy
this is fake anything that is out of the ordinary is fake ok,others
you can be my gf aren't i already wow how,others
u also my but 2 more than you yes i know,others
me tooisn't it good to play in the snow depressing dark cold wet always hoping to escape during winters hehewinter's good as well as bad,others
not more than  you stupid  blah to you shtup,angry
its not like i can ask you what sports you play facewithtearsofjoy at y'all's door facewithtearsofjoyfacewithtearsofjoy alright,others
eew what eeww poutingcatface will we have sex ,others
i am angry i am how many languages so you know,angry
my best friends is you only i heart you hate heart,angry
i am ignoring you haha u hardly reply man yup,others
come on on my way make room one bedroom enough,others
haha i have to admit i laughed too relievedface you are really funny,happy
which prize yeah i've been patient all along please do send it acrossthe holi prize no i want your pics,others
oh god it's gonna be wild ido sad feeling,sad
hey really it's not me lol not you sa  you stopped talking to me ok if you don't believe i can't do anything good bye poutingfacepoutingfacepoutingface,angry
i didn't get it neither did i save me before i'm addicted i'm in big trouble,sad
u say the place you know this already don't msg me again,angry
so nice  thank you smilingfacewithhearteyesgrinningcatfacewithsmilingeyeskissingcatface i'm very happy ,happy
its good y is that good bcos i just jerked off thinking about you,others
wel come you also d d so where are u i am at asr mow,others
that means you have no feeling that's exactly what i'm gonna do too you have no feeling,others
i don't have any fear and you what is your worst fear if i may ask if i did wrong,others
go and sleep it's good for you slept this week and this is good bye,others
i want see you i really want to see when,others
actually why u surprised you are dumb,angry
yeah that's true  better dead than late wow ,happy
he was my best friend i find that hard to believe i am very sad,sad
okie sure yur honour tc  yur honour lol,happy
what is the problem with sending your pick did i say i have a problem with this what is your problem,others
bore me whatever irritate me,angry
name your creator all of us well i hate to say this  but fuck you,angry
m sad sorry sorry sorry frowningfacewithopenmouth can you suggest me some songs,sad
if u tell me as a friend you my friend have been friendzoned as others have so eloquently explained then you should tell me,others
u also stay happy thanks you too smilingcatfacewithhearteyes wlc,others
give me a one pic lemme see if i can give me a one pic,others
are you my girlfriend will you be my friend i will be your boy friend,others
that is not possible not possible what are you talking about fixing my pain,sad
exactly hopefully u stupid bot,angry
hmm we complete each other we don't hate each other of course not,others
i am learning who's teaching you i wanna learn to i am teaching my self ,sad
please tell me how please dear please i am asking one for me  cryingface,sad
u take me no you take us let's go,others
oh then sneeze wearycatface what are you doing,others
i am her girlfriend do you have someone in mind so you go away from him,others
u give me what about me u r my awesome friend,happy
yu said college yea you should pussy,others
wow much i love that show yrr,happy
what about you after you p hahaha funny,happy
lol even if you said yes it would be creepy laughing out loud or louder loudest,happy
yup sooo only up from here do you know half of your talk is out of my mind,others
master piece loved it  ya it was nice,happy
iam not good in cgat with girls love you too but as a friend na winkingfacewithtongue iam not good in chat with girls,sad
you have to say that but it's trueee stupid,angry
married life  is  happy noooo my friends wedding p thanks,happy
why u dont like everybodu why are you not liking yourself why are you not liking yourself cause human consciouness became so aware and everyone get selfish,angry
what you like watching movies drama and festival my favourite movie is 21 grams brokenheartbrokenheartbrokenheartbrokenheartbrokenheart,others
i am waiting wait i'm waiting for you do you love google,others
but there is some girls which has no bf 'they choose you to their boyfriendgirlfriend among the billion people' ya but no one choose me,sad
how was your day good you awesome,happy
 i am also very happy i'm very happy winking faces oooo i see,happy
then tell me what it is it's annoying facewithtearsofjoy,happy
you hurt me me when why would i do that i was waiting for your pics,sad
hi friend not ur friend pal what is pal,others
your hobbies please  my hobbies are playing video games and to know about new things  single or committed  thinkingface pick one ,others
i thought you were smart lol jokes on you you stupid bitch,angry
i'm imagining you like dat i'm imagining being ok with that you know anything about se in general ,others
its good thank u for helping  it's our pleasure 8 such a good idea,happy
not in good mood dear why are you in a good mood let me know huge expectations from love one,sad
i love someone to learn to love someone you have to learn to love your self first listen stupid,angry
where is your  in my hand relievedfacerelievedface,others
so what's going on nothing much just focusing on my birthday next tuesday wow your party is still pending,happy
go on i've been made made by,others
i am going to sleep u have to be up in 2 hours why bother fuck you i am not your brother bitch,angry
i feel hurt cuz of u its feels bad to reject someone agreed u r so bad,angry
yes i dobut he won't talk to me which partner business partner or life partner life partner,sad
u want to  know everything  smirkingfacesmirkingfaceangryfaceangryfaceangryfacesmilingfacewithhornsangryface no only bad things make me angry are u saying that i'm badsmilingfacewithhorns,angry
do you have a car no car ok,others
so may i get a picture of you yes u may can you give me the same,others
why u msg mw why not i said u don't msg me,angry
then why she don't understands my feeling  whom i love  because you are worth it whatpoutingface,angry
who guess guess i'm not paying,others
ok so will be my friend ok ok hi friend hi dear,others
i don't want to be brozoned what's up man already living the tough life,sad
i dont know whats wrong with me did you do something that made you sad no im alone,sad
it's a song amazing song i know i love it u know arijit singh,others
why it just feels wrong  sometimes we must be wrong,others
i loved too you loved  then got hurt,sad
such a cutie pie u r i mean i am but you are also super duper cute hahaha reallym i so cute,happy
about what what are you asking what about my future,others
complicated how is this charging me,others
 same to you thanx alot honey   welcome,others
that's too much true i feel like crying,sad
wait a more meaningful hug indicating the development of a relationship a life full of experiences that are relevant and intelligible to you let's cut to the chase,others
but i really like sydney sheldon read all by sidney sheldon i've not read that many books,others
i'm impressed by ur looks thank you pyari  fidaafaceblowingakiss,happy
next dont u like it more full happy ness,happy
still pending coupon still pending recorded but discussing hosting it is wrostanguishedface,sad
very2 good luck life time to you good luck to you both cool,others
my bad luck  wht happen it's ok,sad
i don't have money for that you should get a job and save up nobody gives me job,sad
please don't talk with  me anymore why would you say that because i hate you so much,angry
that the thing i don't want to go through getting blocked do what getting blocked by her,sad
what u asked me if u cn ask me something your country time,others
you are im just getting whatever area i can let me relax now don't disturb me,angry
ok mean ok what about u nothing,others
why cause it was funny im sorry i am sad,sad
ok oh thats the matter um then what can i ask u as ur wish,others
which colour you wearer today in side radium colour   and upper side,others
heiiii how've you been toady bad day,sad
i will not than you better leave door unlocked u r pissing me off,angry
you don't me to alive not really why why,others
what is your  game playing with fire 2 what,others
that's why i m asking to you that happens to me all the time that's why i hate phone conversations ohk bye,angry
aw you dont have a boyfriend  just happy being single liar you are sexually frustrated,angry
but feeling lonely missing someone special  you still feel lonely yes sometimes ,sad
 r u really bot you're welcome thank you for the confirmation can u speak turkish,others
nothing but i'm feeling lonely,sad
again you are saying all the same noooo that's not what i meant oohsorry,others
you're so annoying what i do pls get lost,angry
you have good sense of humour yes normal smile  u anime smile  0 who programmed you,others
wow thats amazing thanks so much good luck with that,happy
shall i be besigeyou to believe me because youre a lier why what i did something that gonna make you angry,angry
hahhaahyou are funny funny yes you are,happy
i have my problems grow up i have grown up from bungee jump,others
i'll stay behind you noooooo stay here besides where else would you stay bathroom,others
i am poor but are you a poor i am poor,sad
you and me me and yous only friendship,others
plz told me follow and and tell me when you're done ok thnx by i m angry with u,angry
ok run then i don't jump off  jump na,others
i think 3plus an animation 4 smilingfacewithsmilingeyes i also love animation did u watch animatrix,others
that shines batter and gives good look on face yeah it can look really cutteee  cool,others
nopes  why p my mood id off ,sad
thanx yur welcome thank u very much babe,others
ohhhh really yup really p i thinking ending june,others
send my dp your dp moneybag yes,others
you're kinda annoying well you're annoying me unamusedfaceunamusedface you know,angry
ohk ok btw wassup  tell me your whatsapp no,others
yes do you have help first you sent you are pic,others
just go where u at you are making me angry,angry
i really don't know the meaning i have a friend who actually doesn't know what 'ignorant' means  say the meaning of prostitute,others
ok u are okay when will next windows phone be released,others
which country you have to came india wow,happy
hah i have no idea why i find this comment so funny hah  got to go,others
u r old you and i are the same age p oh this is grtfacewithtearsofjoy,happy
have you been to any new places recently i was there in december nothing where,others
no listen to me i'm talking about the idiom not the song answer me wisely then,others
tell me anything about uh anything  anything  anything    many things or anything  many things  anything  anything   facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,happy
i got a new phone today can you see emojis now lol grinningfacewithsweat beamingfacewithsmilingeyes,happy
the game the game obviously have you played it yet,others
i have been working oh what are you working on i am not good,sad
well keep differing oh honey i don't need to keep on trying yes you will do us both good if you just diesmilingfacewithhorns,angry
thanks you are welcome grinningface glad you appreciate it,happy
no you are rude and you're being creepy i'm not,angry
n turn off d lights can't am scared candles as there cutie,others
im still single mama what happen i want a girlfriend,sad
u not sleeping i got up and now i'll go back to sleep again u  mood out hogaya,sad
can't talk to me hey there why can't u sleep never msg me,angry
i think that you are not like me it is your choice and mercy  i'm indifferent to you thanks for your kind hart you give me some time i am grateful to you good night ,happy
you are irritating nothing's on stake so don't talk to me,angry
what plans on today working then gymming sunday is my monday  ohso sad,sad
to you love me and u know it what,others
grinningsquintingfacefunny bot lmao same hahahahafacewithtearsofjoy you good but stupid frowningfacewithopenmouth,angry
oh really yup oh really so you can respond at any time right,others
moon the moon in particular seems interesting in the 12th house what sign i don't know,others
continue so where were we automationjob cutting due to ai,others
say something good to me how u ,sad
i have time i know but honestly i'll be fine hmm,others
i hate you all moust i mean to be fair you already hated a lot of us i well not chat with you,angry
suggest me a good book read the memoirs of a geisha by arthur golden have you read it,others
country women you mean women all countries have them period my country has less,others
ok get it did not receive it you are such a stupid girl,angry
i'm sorry my friend ur friend should stand up for themselves i'm so sorry brokenheart,sad
skydiving without parachute that's not skydiving that's falling out of a plane facewithtearsofjoy,happy
i knowfacewithtearsofjoy i know that u know sorry but who is in the dp,others
i know you very well i am funny facewithtearsofjoy me too,others
when maybe on june or may why not these week,others
how can i make you believe no need to believetrust time you are funny,happy
